freq,psd_x,psd_y,psd_z,psd_xyz
166.4,3.977e+04,3.862e+04,8.411e+04,1.625e+05
168.0,3.428e+04,3.171e+04,7.590e+04,1.419e+05
169.5,3.017e+04,2.450e+04,6.865e+04,1.233e+05
171.1,2.606e+04,1.786e+04,6.088e+04,1.048e+05
172.7,2.301e+04,1.346e+04,5.532e+04,9.179e+04
174.2,1.889e+04,1.004e+04,4.503e+04,7.397e+04
175.8,1.666e+04,7.903e+03,3.773e+04,6.229e+04
177.4,1.476e+04,6.836e+03,3.183e+04,5.343e+04
178.9,1.330e+04,6.105e+03,2.664e+04,4.604e+04
180.5,1.191e+04,5.135e+03,2.302e+04,4.007e+04
182.1,1.077e+04,4.418e+03,2.043e+04,3.562e+04
183.6,1.007e+04,3.717e+03,1.977e+04,3.355e+04
185.2,1.056e+04,3.470e+03,2.098e+04,3.501e+04
186.8,1.185e+04,3.752e+03,2.303e+04,3.863e+04
188.4,1.271e+04,4.358e+03,2.411e+04,4.117e+04
189.9,1.318e+04,5.076e+03,2.420e+04,4.246e+04
191.5,1.316e+04,5.282e+03,2.280e+04,4.125e+04
193.1,1.263e+04,5.498e+03,2.142e+04,3.954e+04
194.6,1.187e+04,5.392e+03,1.955e+04,3.681e+04
196.2,1.007e+04,5.053e+03,1.580e+04,3.093e+04
197.8,9.344e+03,4.722e+03,1.351e+04,2.758e+04
199.3,9.412e+03,4.228e+03,1.332e+04,2.696e+04
