freq,psd_x,psd_y,psd_z,psd_xyz
183.6,8.167e+03,3.668e+03,5.601e+03,1.744e+04
185.2,9.513e+03,3.716e+03,4.901e+03,1.813e+04
186.8,9.073e+03,3.744e+03,4.313e+03,1.713e+04
188.3,7.672e+03,4.424e+03,3.701e+03,1.580e+04
189.9,8.036e+03,5.343e+03,3.793e+03,1.717e+04
191.5,6.933e+03,5.783e+03,3.732e+03,1.645e+04
193.0,7.794e+03,6.232e+03,3.414e+03,1.744e+04
194.6,9.132e+03,7.196e+03,3.373e+03,1.970e+04
196.2,8.059e+03,6.221e+03,3.713e+03,1.799e+04
197.8,6.914e+03,5.689e+03,3.806e+03,1.641e+04
199.3,6.353e+03,6.269e+03,3.694e+03,1.632e+04
